name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
Japan,JPN,JPY,480,150.46,33776.442,4745289.462,2024-07-01
South Korea,KOR,KRW,5500,1376.75,35674.095,46578327.429,2024-07-01
Kuwait,KWT,KWD,1.4,0.30555,33663.122,10340.077,2024-07-01
Lebanon,LBN,LBP,460000,89550,4409.357,384054204.106,2024-07-01
Lithuania,LTU,EUR,4.1,0.92413,27798.037,25701.311,2024-07-01
Latvia,LVA,EUR,3.7,0.92413,22615.109,20909.316,2024-07-01
Moldova,MDA,MDL,63,17.63,6704.941,121797.824,2024-07-01
Mexico,MEX,MXN,95,18.6305,13713.448,243533.236,2024-07-01
Malaysia,MYS,MYR,13.15,4.5945,12097.99,55174.382,2024-07-01
Nicaragua,NIC,NIO,159,36.6243,2601.65,94771.217,2024-07-01
Netherlands,NLD,EUR,5.69,0.92413,63768.728,58958.837,2024-07-01
Norway,NOR,NOK,74,10.9345,87276.15,921927.063,2024-07-01
New Zealand,NZL,NZD,8.4,1.68364340432696,48814.052,79443.481,2024-07-01
Oman,OMN,OMR,1.53,0.385,20498.607,7881.715,2024-07-01
Pakistan,PAK,PKR,1065,278.75,1454.117,361420.739,2024-07-01
Peru,PER,PEN,16.9,3.7181,8057.27,30162.726,2024-07-01
Philippines,PHL,PHP,167,58.3755,3905.419,217259.977,2024-07-01
Poland,POL,PLN,20.9,3.96845,22119.079,92923.174,2024-07-01
Portugal,PRT,EUR,4.95,0.92413,27394.2,25327.935,2024-07-01
Qatar,QAT,QAR,14,3.641,69540.54,253127.566,2024-07-01
Romania,ROU,RON,16.25,4.60025,18412.783,84208.452,2024-07-01
Saudi Arabia,SAU,SAR,19,3.7519,36156.848,135588.181,2024-07-01
Singapore,SGP,SGD,6.65,1.3376,85412.252,114688.724,2024-07-01
Slovakia,SVK,EUR,4.5,0.92413,24671.36,22810.471,2024-07-01
Slovenia,SVN,EUR,3.9,0.92413,32723.735,30255.478,2024-07-01
Sweden,SWE,SEK,60,10.7176,54871.777,582198.406,2024-07-01
Thailand,THA,THB,135,35.645,7350.89,255827.077,2024-07-01
Turkey,TUR,TRY,155,33.1104,13516.335,317505.439,2024-07-01
Taiwan,TWN,TWD,75,32.87,32336.502,1007527.27,2024-07-01
Ukraine,UKR,UAH,118,41.05,5326.189,194792.554,2024-07-01
Uruguay,URY,UYU,285,40.3,22307.721,866017.326,2024-07-01
United States,USA,USD,5.69,1,82523.258,82523.258,2024-07-01
Venezuela,VEN,VES,181.6,36.56705,3828.543,113152.455,2024-07-01
Vietnam,VNM,VND,76000,25247.5,4316.74,102885196.144,2024-07-01
South Africa,ZAF,ZAR,51.9,18.19125,6132.74,113182.277,2024-07-01
United Arab Emirates,ARE,AED,18,3.6729,48941.279,179736.848,2025-01-01
Argentina,ARG,ARS,7300,1050.0001,13908.489,4124101.94,2025-01-01
Australia,AUS,AUD,7.75,1.59121648500278,64639.952,97228.216,2025-01-01
Austria,AUT,EUR,5.17,0.95247,56215.892,51975.689,2025-01-01
Azerbaijan,AZE,AZN,6.24,1.7,7151.946,12158.308,2025-01-01
Belgium,BEL,EUR,4.9,0.95247,54913.707,50771.724,2025-01-01
Bahrain,BHR,BHD,1.7,0.377,29290.112,11013.082,2025-01-01
Brazil,BRA,BRL,23.9,5.9367,10350.437,51693.88,2025-01-01
Canada,CAN,CAD,7.81,1.43845,54376.269,73402.996,2025-01-01
Switzerland,CHE,CHF,7.2,0.90085,101510.452,91206.126,2025-01-01
Chile,CHL,CLP,4490,987.25,16814.208,14120487.67,2025-01-01
China,CHN,CNY,25.5,7.24785,12960.729,91813.807,2025-01-01
Colombia,COL,COP,21900,4232.22,7015.002,30346581.168,2025-01-01
Costa Rica,CRI,CRC,2990,506.625,16390.222,8915932.427,2025-01-01
Czech Republic,CZE,CZK,109,23.8918,31800.883,705918.648,2025-01-01
Germany,DEU,EUR,6.09,0.95247,54793.074,50660.191,2025-01-01
Denmark,DNK,DKK,39,7.1077,68207.562,469929.816,2025-01-01
Egypt,EGY,EGP,135,50.25,3743.608,96535.171,2025-01-01
Spain,ESP,EUR,5.5,0.95247,33312.918,30800.22,2025-01-01
Estonia,EST,EUR,4.6,0.95247,30272.75,27989.364,2025-01-01
Euro area,EUZ,EUR,5.67,0.95247,45326.028589257,41907.2194457325,2025-01-01
Finland,FIN,EUR,5.95,0.95247,53043.995,49043.039,2025-01-01
France,FRA,EUR,5.5,0.95247,44853.761,41470.571,2025-01-01
Britain,GBR,GBP,4.59,0.80164,49382.815,39715.594,2025-01-01
Greece,GRC,EUR,4.7,0.95247,23388.611,21624.476,2025-01-01
Guatemala,GTM,GTQ,31,7.7215,5757.518,45099.075,2025-01-01
Hong Kong,HKG,HKD,24,7.7877,50617.438,396313.447,2025-01-01
Honduras,HND,HNL,105,25.465,3279.72,80686.569,2025-01-01
Croatia,HRV,EUR,4.41,0.95247,21872.864,20223.057,2025-01-01
Hungary,HUN,HUF,1420,389.43235,22301.861,7871757.604,2025-01-01
Indonesia,IDN,IDR,41000,16172.5,4919.943,74964600.341,2025-01-01
India,IND,INR,226,86.34125,2530.121,209468.026,2025-01-01
Ireland,IRL,EUR,5.8,0.95247,106502.051,98468.909,2025-01-01
Israel,ISR,ILS,17,3.60575,52146.476,191240.668,2025-01-01
Italy,ITA,EUR,6,0.95247,39074.224,36126.968,2025-01-01
Jordan,JOR,JOD,2.5,0.709,4512.693,3199.493,2025-01-01
Japan,JPN,JPY,480,154.355,33776.442,4745289.462,2025-01-01
South Korea,KOR,KRW,5500,1431.2,35674.095,46578327.429,2025-01-01
Kuwait,KWT,KWD,1.4,0.3081,33663.122,10340.077,2025-01-01
Lebanon,LBN,LBP,480000,89550,4409.357,384054204.106,2025-01-01
Lithuania,LTU,EUR,4.1,0.95247,27798.037,25701.311,2025-01-01
Latvia,LVA,EUR,3.7,0.95247,22615.109,20909.316,2025-01-01
Moldova,MDA,MDL,65,18.45,6704.941,121797.824,2025-01-01
Mexico,MEX,MXN,95,20.647,13713.448,243533.236,2025-01-01
Malaysia,MYS,MYR,13.15,4.3785,12097.99,55174.382,2025-01-01
Nicaragua,NIC,NIO,164,36.6243,2601.65,94771.217,2025-01-01
Netherlands,NLD,EUR,5.75,0.95247,63768.728,58958.837,2025-01-01
Norway,NOR,NOK,75,11.2368,87276.15,921927.063,2025-01-01
New Zealand,NZL,NZD,8.4,1.75947919415853,48814.052,79443.481,2025-01-01
Oman,OMN,OMR,1.53,0.385,20498.607,7881.715,2025-01-01
Pakistan,PAK,PKR,1050,278.85,1454.117,361420.739,2025-01-01
Peru,PER,PEN,16.9,3.73135,8057.27,30162.726,2025-01-01
Philippines,PHL,PHP,169,58.435,3905.419,217259.977,2025-01-01
Poland,POL,PLN,20.9,4.01115,22119.079,92923.174,2025-01-01
Portugal,PRT,EUR,4.95,0.95247,27394.2,25327.935,2025-01-01
Qatar,QAT,QAR,15,3.641,69540.54,253127.566,2025-01-01
Romania,ROU,RON,16.25,4.73835,18412.783,84208.452,2025-01-01
Saudi Arabia,SAU,SAR,19,3.7508,36156.848,135588.181,2025-01-01
Singapore,SGP,SGD,6.95,1.3444,85412.252,114688.724,2025-01-01
Slovakia,SVK,EUR,4.6,0.95247,24671.36,22810.471,2025-01-01
Slovenia,SVN,EUR,4.1,0.95247,32723.735,30255.478,2025-01-01
Sweden,SWE,SEK,62,10.93675,54871.777,582198.406,2025-01-01
Thailand,THA,THB,135,33.6925,7350.89,255827.077,2025-01-01
Turkey,TUR,TRY,190,35.74025,13516.335,317505.439,2025-01-01
Taiwan,TWN,TWD,78,32.728,32336.502,1007527.27,2025-01-01
Ukraine,UKR,UAH,120,42,5326.189,194792.554,2025-01-01
Uruguay,URY,UYU,299,43.27,22307.721,866017.326,2025-01-01
United States,USA,USD,5.79,1,82523.258,82523.258,2025-01-01
Venezuela,VEN,VES,252,56.5814,3828.543,113152.455,2025-01-01
Vietnam,VNM,VND,76000,25078,4316.74,102885196.144,2025-01-01
South Africa,ZAF,ZAR,51.9,18.6913,6132.74,113182.277,2025-01-01
United Arab Emirates,ARE,AED,19,3.673,50216.313,184419.411,2026-01-01
Argentina,ARG,ARS,8000,1445.755,13523.326,12391673.434,2026-01-01
Australia,AUS,AUD,8.5,1.49264870512725,65528.884,99272.836,2026-01-01
Austria,AUT,EUR,5.42,0.86192,57207.888,52869.688,2026-01-01
Azerbaijan,AZE,AZN,6.65,1.7025,7251.303,12327.214,2026-01-01
Belgium,BEL,EUR,5.27,0.86192,56220.689,51957.351,2026-01-01
Bahrain,BHR,BHD,1.8,0.377,29653.568,11149.742,2026-01-01
Brazil,BRA,BRL,23.9,5.37035,10252.019,55247.445,2026-01-01
Canada,CAN,CAD,7.7,1.38925,54531.118,74672.719,2026-01-01
Switzerland,CHE,CHF,7.3,0.8036,104681.183,92165.588,2026-01-01
Chile,CHL,CLP,4790,883.845,16439.479,15514538.934,2026-01-01
China,CHN,CNY,25.5,6.9627,13313.942,95805.529,2026-01-01
Colombia,COL,COP,22900,3686.725,7947.824,32382885.881,2026-01-01
Costa Rica,CRI,CRC,2990,495,17908.546,9223460.909,2026-01-01
Czech Republic,CZE,CZK,115,20.9274,31735.177,736790.323,2026-01-01
Germany,DEU,EUR,6.79,0.86192,56086.903,51833.71,2026-01-01
Denmark,DNK,DKK,46,6.44025,71214.061,490984.02,2026-01-01
Egypt,EGY,EGP,125,47.24,3570.279,129562.458,2026-01-01
Spain,ESP,EUR,5.9,0.86192,35151.242,32485.646,2026-01-01
Estonia,EST,EUR,4.7,0.86192,31418.897,29036.333,2026-01-01
Euro area,EUZ,EUR,6.08,0.86192,46907.4125818298,43350.3227572364,2026-01-01
Finland,FIN,EUR,6.35,0.86192,53286.04,49245.242,2026-01-01
France,FRA,EUR,5.6,0.86192,46187.295,42684.811,2026-01-01
Britain,GBR,GBP,5.29,0.74708,52648.187,41183.652,2026-01-01
Greece,GRC,EUR,4.9,0.86192,24716.307,22842.015,2026-01-01
Guatemala,GTM,GTQ,33,7.6657,6149.479,47715.21,2026-01-01
Hong Kong,HKG,HKD,25,7.7974,54244.111,423312.002,2026-01-01
Honduras,HND,HNL,134,26.48,3480.546,86300.122,2026-01-01
Croatia,HRV,EUR,4.92,0.86192,24024.792,22202.939,2026-01-01
Hungary,HUN,HUF,1660,332.33495,23271.805,8504352.008,2026-01-01
Indonesia,IDN,IDR,42500,16885,4958.385,78617419.225,2026-01-01
India,IND,INR,227,90.295,2694.738,227909.12,2026-01-01
Ireland,IRL,EUR,6.5,0.86192,112356.379,103836.148,2026-01-01
Israel,ISR,ILS,20,3.14275,54294.192,200873.289,2026-01-01
Italy,ITA,EUR,6.45,0.86192,40224.012,37173.737,2026-01-01
Jordan,JOR,JOD,2.5,0.70785,4692.842,3327.218,2026-01-01
Japan,JPN,JPY,480,158.545,32443.024,4910780.151,2026-01-01
South Korea,KOR,KRW,5500,1469.85,36238.64,49406855.685,2026-01-01
Kuwait,KWT,KWD,1.4,0.30825,31971.468,9805.436,2026-01-01
Lebanon,LBN,LBP,480000,89550,5282.154,473016846.316,2026-01-01
Lithuania,LTU,EUR,4.45,0.86192,29378.609,27150.764,2026-01-01
Latvia,LVA,EUR,3.7,0.86192,23242.742,21480.194,2026-01-01
Moldova,MDA,MDL,70,17.11,7510.931,133627.104,2026-01-01
Mexico,MEX,MXN,109,17.6755,14034.2,256894.039,2026-01-01
Malaysia,MYS,MYR,13.75,4.0545,12618.72,57748.661,2026-01-01
Nicaragua,NIC,NIO,174,36.6243,2843.378,104135.295,2026-01-01
Netherlands,NLD,EUR,5.95,0.86192,67690.232,62557.132,2026-01-01
Norway,NOR,NOK,76,10.11245,86587.079,930450.324,2026-01-01
New Zealand,NZL,NZD,8.6,1.7415534656914,48839.3,80664.869,2026-01-01
Oman,OMN,OMR,1.53,0.385,20059.326,7712.811,2026-01-01
Pakistan,PAK,PKR,1080,279.85,1574.095,445614.456,2026-01-01
Peru,PER,PEN,16.9,3.3601,8649.541,32471.819,2026-01-01
Philippines,PHL,PHP,169,59.475,4078.977,233687.359,2026-01-01
Poland,POL,PLN,22.7,3.63085,24973.474,99429.597,2026-01-01
Portugal,PRT,EUR,5.2,0.86192,28886.507,26695.979,2026-01-01
Qatar,QAT,QAR,17,3.641,70994.325,258419.344,2026-01-01
Romania,ROU,RON,17.45,4.38705,20209.89,92912.244,2026-01-01
Saudi Arabia,SAU,SAR,19,3.7501,35121.67,131706.264,2026-01-01
Singapore,SGP,SGD,7.45,1.28845,90674.044,121161.68,2026-01-01
Slovakia,SVK,EUR,5,0.86192,26127.431,24146.13,2026-01-01
Slovenia,SVN,EUR,4.4,0.86192,34346.429,31741.864,2026-01-01
Sweden,SWE,SEK,67,9.2299,57020.378,602570.622,2026-01-01
Thailand,THA,THB,135,31.395,7493.2,264461.533,2026-01-01
Turkey,TUR,TRY,255,43.1945,15882.446,521372.157,2026-01-01
Taiwan,TWN,TWD,78,31.5675,34059.67,1093701.427,2026-01-01
Ukraine,UKR,UAH,139,43.55,5718.991,229694.806,2026-01-01
Uruguay,URY,UYU,339,38.705,23186.39,932390.422,2026-01-01
United States,USA,USD,6.12,1,86144.797,86144.797,2026-01-01
Venezuela,VEN,VES,1370,338.72555,4510.446,185590.834,2026-01-01
Vietnam,VNM,VND,76000,26269,4535.756,113641334.65,2026-01-01
South Africa,ZAF,ZAR,54.9,16.34875,6364.662,116675.924,2026-01-01
