name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
Ireland,IRL,EUR,4,0.908306463,64093.56,57761.448,2016-07-01
Israel,ISR,ILS,16.9,3.85875,36152.474,140518.639,2016-07-01
Italy,ITA,EUR,4.2,0.908306463,30609.504,27585.443,2016-07-01
Japan,JPN,JPY,370,106.725,35005.662,4237226.28,2016-07-01
South Korea,KOR,KRW,4400,1140.95,30171.791,34122862.07,2016-07-01
Sri Lanka,LKA,LKR,530,146.2,4057.742,551596.9,2016-07-01
Mexico,MEX,MXN,44,18.535,9915.089,157136.977,2016-07-01
Malaysia,MYS,MYR,8,4.027,9663.124,37739.287,2016-07-01
Netherlands,NLD,EUR,3.45,0.908306463,45904.668,41369.525,2016-07-01
Norway,NOR,NOK,46.8,8.49355,74568.136,601329.88,2016-07-01
New Zealand,NZL,NZD,6,1.421363087,38252.412,54625.073,2016-07-01
Pakistan,PAK,PKR,375,104.82,1535.348,155750.601,2016-07-01
Peru,PER,PEN,10,3.30585,6488.61,20667.034,2016-07-01
Philippines,PHL,PHP,133,47.115,3039.234,138293.752,2016-07-01
Poland,POL,PLN,9.6,3.96565,12622.572,47613.076,2016-07-01
Portugal,PRT,EUR,3.05,0.908306463,19173.726,17279.461,2016-07-01
Russia,RUS,RUB,130,63.40755,9231.589,565361.826,2016-07-01
Saudi Arabia,SAU,SAR,12,3.7505,23256.173,87210.648,2016-07-01
Singapore,SGP,SGD,5.45,1.3577,55645.607,76502.971,2016-07-01
Sweden,SWE,SEK,44.94,8.59485,50918.839,429492.305,2016-07-01
Thailand,THA,THB,119,34.965,5840.05,200008.385,2016-07-01
Turkey,TUR,TRY,10.75,3.04305,11099.8,30096.13,2016-07-01
Taiwan,TWN,TWD,69,32.029,22752.991,725992.946,2016-07-01
Ukraine,UKR,UAH,39,24.8,2134.773,46689.41,2016-07-01
Uruguay,URY,UYU,123,30.165,16765.141,457379.602,2016-07-01
United States,USA,USD,4.5,1,57006.926,57006.926,2016-07-01
Venezuela,VEN,VEF,2170,641.4001,4096.971,,2016-07-01
Vietnam,VNM,VND,60000,22300,2581.907,56603826.599,2016-07-01
South Africa,ZAF,ZAR,30,14.27375,6222.526,79352.246,2016-07-01
UAE,ARE,AED,13,3.673,43712.262,160533.281,2017-01-01
Argentina,ARG,ARS,55,15.8575,14895.316,138053.315,2017-01-01
Australia,AUS,AUD,5.8,1.356668023,51446.14,68356.75,2017-01-01
Austria,AUT,EUR,3.4,0.955246692,43986.748,39641.085,2017-01-01
Belgium,BEL,EUR,3.95,0.955246692,41032.322,36978.541,2017-01-01
Brazil,BRA,BRL,16.5,3.22395,8893.346,29622.921,2017-01-01
Canada,CAN,CAD,5.98,1.326,43628.425,55791.428,2017-01-01
Switzerland,CHE,CHF,6.5,1.0236,84221.165,81052.877,2017-01-01
Chile,CHL,CLP,2450,672.805,13494.489,8826396.385,2017-01-01
China,CHN,CNY,19.6,6.9266,8174.332,50905.65,2017-01-01
Colombia,COL,COP,9900,2994.625,6337.03,17374741.379,2017-01-01
Costa Rica,CRI,CRC,2250,554.33,11635.197,6219817.652,2017-01-01
Czech Republic,CZE,CZK,75,25.81175,17944.844,441420.726,2017-01-01
Germany,DEU,EUR,3.79,0.955246692,42109.327,37949.143,2017-01-01
Denmark,DNK,DKK,30,7.10125,53316.984,358711.702,2017-01-01
Egypt,EGY,EGP,27.49,18.77,3933.927,28951.685,2017-01-01
Spain,ESP,EUR,3.95,0.955246692,25986.986,23419.607,2017-01-01
Estonia,EST,EUR,3.1,0.955246692,17723.954,15972.919,2017-01-01
Euro area,EUZ,EUR,3.88,0.955246692,34827.8420984165,31387.0374531392,2017-01-01
Finland,FIN,EUR,4.55,0.955246692,42625.16,38414.015,2017-01-01
France,FRA,EUR,4.1,0.955246692,36775.676,33142.43,2017-01-01
Britain,GBR,GBP,3.09,0.82877507,44978.619,29434.05,2017-01-01
Greece,GRC,EUR,3.35,0.955246692,17921.051,16150.544,2017-01-01
Hong Kong,HKG,HKD,19.2,7.75595,42325.352,328095.544,2017-01-01
Hungary,HUN,HUF,900,294.6172,12759.182,3564054.197,2017-01-01
Indonesia,IDN,IDR,31000,13329,3373.489,45169041.295,2017-01-01
India,IND,INR,170,68.3275,1583.998,103701.927,2017-01-01
Ireland,IRL,EUR,4,0.955246692,64093.56,57761.448,2017-01-01
Israel,ISR,ILS,16.9,3.855,36152.474,140518.639,2017-01-01
Italy,ITA,EUR,4.2,0.955246692,30609.504,27585.443,2017-01-01
Japan,JPN,JPY,380,116.665,35005.662,4237226.28,2017-01-01
South Korea,KOR,KRW,4400,1196.45,30171.791,34122862.07,2017-01-01
Sri Lanka,LKA,LKR,550,150.06,4057.742,551596.9,2017-01-01
Mexico,MEX,MXN,49,21.9505,9915.089,157136.977,2017-01-01
Malaysia,MYS,MYR,8,4.4715,9663.124,37739.287,2017-01-01
Netherlands,NLD,EUR,3.61,0.955246692,45904.668,41369.525,2017-01-01
Norway,NOR,NOK,49,8.64835,74568.136,601329.88,2017-01-01
New Zealand,NZL,NZD,6,1.43358899,38252.412,54625.073,2017-01-01
Pakistan,PAK,PKR,375,104.775,1535.348,155750.601,2017-01-01
Peru,PER,PEN,11,3.3929,6488.61,20667.034,2017-01-01
Philippines,PHL,PHP,133,49.615,3039.234,138293.752,2017-01-01
Poland,POL,PLN,9.6,4.17215,12622.572,47613.076,2017-01-01
Portugal,PRT,EUR,3.05,0.955246692,19173.726,17279.461,2017-01-01
Russia,RUS,RUB,130,60.4375,9231.589,565361.826,2017-01-01
Saudi Arabia,SAU,SAR,12,3.75065,23256.173,87210.648,2017-01-01
Singapore,SGP,SGD,5.6,1.43875,55645.607,76502.971,2017-01-01
Sweden,SWE,SEK,48,9.12455,50918.839,429492.305,2017-01-01
Thailand,THA,THB,119,35.573,5840.05,200008.385,2017-01-01
Turkey,TUR,TRY,10.75,3.91115,11099.8,30096.13,2017-01-01
Taiwan,TWN,TWD,69,31.905,22752.991,725992.946,2017-01-01
Ukraine,UKR,UAH,42,27.235,2134.773,46689.41,2017-01-01
Uruguay,URY,UYU,125,28.725,16765.141,457379.602,2017-01-01
United States,USA,USD,4.5,1,57006.926,57006.926,2017-01-01
Venezuela,VEN,VEF,3550,676.6047,4096.971,,2017-01-01
Vietnam,VNM,VND,60000,22572,2581.907,56603826.599,2017-01-01
South Africa,ZAF,ZAR,26.32,13.9525,6222.526,79352.246,2017-01-01
UAE,ARE,AED,14,3.673,41800.681,153513,2017-07-01
Argentina,ARG,ARS,70,16.9675,12772.868,188760.956,2017-07-01
Australia,AUS,AUD,5.9,1.303016483,51779.44,69606.42,2017-07-01
Austria,AUT,EUR,3.4,0.875695083,45032.903,40694.919,2017-07-01
Belgium,BEL,EUR,4.05,0.875695083,41918.104,37880.167,2017-07-01
Brazil,BRA,BRL,16.5,3.2343,8812.503,30751.301,2017-07-01
Canada,CAN,CAD,5.97,1.2823,42382.499,56182.883,2017-07-01
Switzerland,CHE,CHF,6.5,0.96415,82594.672,81388.327,2017-07-01
Chile,CHL,CLP,2550,663.355,13722.878,9289553.665,2017-07-01
China,CHN,CNY,19.8,6.7875,8222.25,54633.425,2017-07-01
Colombia,COL,COP,9900,3052.16,6037.14,18445032.252,2017-07-01
Costa Rica,CRI,CRC,2290,572.495,11986.918,6529710.506,2017-07-01
Czech Republic,CZE,CZK,75,22.8561,18731.83,457804.368,2017-07-01
Germany,DEU,EUR,3.9,0.875695083,43189.577,39029.16,2017-07-01
Denmark,DNK,DKK,30,6.51255,54699.182,368219.481,2017-07-01
Egypt,EGY,EGP,31.37,17.885,3862.011,31471.429,2017-07-01
Spain,ESP,EUR,3.8,0.875695083,26725.642,24151.182,2017-07-01
Estonia,EST,EUR,3.15,0.875695083,18661.231,16863.609,2017-07-01
Euro area,EUZ,EUR,3.91,0.875695083,35584.9896199486,32157.1103352285,2017-07-01
Finland,FIN,EUR,4.56,0.875695083,43502.557,39311.991,2017-07-01
France,FRA,EUR,4.1,0.875695083,37081.496,33509.465,2017-07-01
Britain,GBR,GBP,3.19,0.775885479,41114.514,30338.243,2017-07-01
Greece,GRC,EUR,3.35,0.875695083,17901.38,16176.954,2017-07-01
Hong Kong,HKG,HKD,19.2,7.8115,43488.204,337566.311,2017-07-01
Hungary,HUN,HUF,862,268.6239,13188.503,3712871.37,2017-07-01
Indonesia,IDN,IDR,32126,13369.5,3604.99,47976388.462,2017-07-01
India,IND,INR,178,64.5575,1707.509,114526.101,2017-07-01
Ireland,IRL,EUR,4.07,0.875695083,63870.733,57718.117,2017-07-01
Israel,ISR,ILS,16.9,3.5405,37582.521,144338.179,2017-07-01
Italy,ITA,EUR,4.2,0.875695083,31357.601,28336.948,2017-07-01
Japan,JPN,JPY,380,113.06,39411.424,4287683.071,2017-07-01
South Korea,KOR,KRW,4400,1144.65,30825.524,35788854.512,2017-07-01
Sri Lanka,LKA,LKR,580,153.725,4150.367,604300.052,2017-07-01
Mexico,MEX,MXN,49,17.79075,8999.57,167968.493,2017-07-01
Malaysia,MYS,MYR,8.6,4.2935,9523.321,39505.515,2017-07-01
Netherlands,NLD,EUR,3.61,0.875695083,46936.707,42415.331,2017-07-01
Norway,NOR,NOK,49,8.2852,70629.25,593285.703,2017-07-01
New Zealand,NZL,NZD,6.1,1.376273053,39453.17,56607.23,2017-07-01
Pakistan,PAK,PKR,375,105.15,1566.625,163469.949,2017-07-01
Peru,PER,PEN,10.5,3.2515,6539.146,22073.431,2017-07-01
Philippines,PHL,PHP,134,50.5765,3107.646,147589.798,2017-07-01
Poland,POL,PLN,10.1,3.7086,12455.033,49146.625,2017-07-01
Portugal,PRT,EUR,3.25,0.875695083,19914.852,17996.47,2017-07-01
Russia,RUS,RUB,137,60.1369,8689.358,580916.041,2017-07-01
Saudi Arabia,SAU,SAR,12,3.75015,22267.722,83503.956,2017-07-01
Singapore,SGP,SGD,5.6,1.3777,57005.574,78755.843,2017-07-01
Sweden,SWE,SEK,48.97,8.41565,51330.711,439493.122,2017-07-01
Thailand,THA,THB,119,34.0365,5993.308,211542.109,2017-07-01
Turkey,TUR,TRY,10.75,3.57605,10978.312,33174.249,2017-07-01
Taiwan,TWN,TWD,69,30.4775,23070.733,745769.126,2017-07-01
Ukraine,UKR,UAH,44,25.915,2200.851,56238.892,2017-07-01
Uruguay,URY,UYU,130,28.705,16516.639,497329.768,2017-07-01
United States,USA,USD,4.5,1,58179.697,58179.697,2017-07-01
Venezuela,VEN,VEF,10950,2700,3676.384,,2017-07-01
Vietnam,VNM,VND,60000,22732.5,2720.168,60838178.07,2017-07-01
South Africa,ZAF,ZAR,30,13.27,5721.189,84175.848,2017-07-01
UAE,ARE,AED,14,3.673,41800.681,153513,2018-01-01
Argentina,ARG,ARS,75,18.9375,12772.868,188760.956,2018-01-01
Australia,AUS,AUD,5.9,1.253682693,51779.44,69606.42,2018-01-01
Austria,AUT,EUR,3.4,0.816826629,45032.903,40694.919,2018-01-01
Belgium,BEL,EUR,4.1,0.816826629,41918.104,37880.167,2018-01-01
Brazil,BRA,BRL,16.5,3.2279,8812.503,30751.301,2018-01-01
Canada,CAN,CAD,6.55,1.2459,42382.499,56182.883,2018-01-01
Switzerland,CHE,CHF,6.5,0.96085,82594.672,81388.327,2018-01-01
Chile,CHL,CLP,2600,605.935,13722.878,9289553.665,2018-01-01
China,CHN,CNY,20.4,6.432,8222.25,54633.425,2018-01-01
Colombia,COL,COP,10900,2844.12,6037.14,18445032.252,2018-01-01
Costa Rica,CRI,CRC,2290,568.53,11986.918,6529710.506,2018-01-01
Czech Republic,CZE,CZK,79,20.747,18731.83,457804.368,2018-01-01
Germany,DEU,EUR,3.9,0.816826629,43189.577,39029.16,2018-01-01
Denmark,DNK,DKK,30,6.0827,54699.182,368219.481,2018-01-01
Egypt,EGY,EGP,34.21,17.7,3862.011,31471.429,2018-01-01
Spain,ESP,EUR,3.95,0.816826629,26725.642,24151.182,2018-01-01
Estonia,EST,EUR,3.15,0.816826629,18661.231,16863.609,2018-01-01
Euro area,EUZ,EUR,3.95,0.816826629,35584.9896199486,32157.1103352285,2018-01-01
Finland,FIN,EUR,4.56,0.816826629,43502.557,39311.991,2018-01-01
France,FRA,EUR,4.2,0.816826629,37081.496,33509.465,2018-01-01
Britain,GBR,GBP,3.19,0.72285673,41114.514,30338.243,2018-01-01
Greece,GRC,EUR,3.35,0.816826629,17901.38,16176.954,2018-01-01
Hong Kong,HKG,HKD,20.5,7.819,43488.204,337566.311,2018-01-01
Hungary,HUN,HUF,864,252.14215,13188.503,3712871.37,2018-01-01
Indonesia,IDN,IDR,35750,13359,3604.99,47976388.462,2018-01-01
India,IND,INR,180,63.86125,1707.509,114526.101,2018-01-01
Ireland,IRL,EUR,4.07,0.816826629,63870.733,57718.117,2018-01-01
Israel,ISR,ILS,16.5,3.43635,37582.521,144338.179,2018-01-01
Italy,ITA,EUR,4.2,0.816826629,31357.601,28336.948,2018-01-01
Japan,JPN,JPY,380,110.725,39411.424,4287683.071,2018-01-01
South Korea,KOR,KRW,4400,1069.25,30825.524,35788854.512,2018-01-01
Sri Lanka,LKA,LKR,580,153.8,4150.367,604300.052,2018-01-01
Mexico,MEX,MXN,48,18.6635,8999.57,167968.493,2018-01-01
Malaysia,MYS,MYR,9,3.954,9523.321,39505.515,2018-01-01
Netherlands,NLD,EUR,3.71,0.816826629,46936.707,42415.331,2018-01-01
Norway,NOR,NOK,49,7.8501,70629.25,593285.703,2018-01-01
New Zealand,NZL,NZD,6.2,1.374664925,39453.17,56607.23,2018-01-01
Pakistan,PAK,PKR,375,110.505,1566.625,163469.949,2018-01-01
Peru,PER,PEN,10.5,3.212,6539.146,22073.431,2018-01-01
Philippines,PHL,PHP,134,50.725,3107.646,147589.798,2018-01-01
Poland,POL,PLN,10.1,3.40575,12455.033,49146.625,2018-01-01
Portugal,PRT,EUR,3.2,0.816826629,19914.852,17996.47,2018-01-01
Russia,RUS,RUB,130,56.745,8689.358,580916.041,2018-01-01
Saudi Arabia,SAU,SAR,12,3.7503,22267.722,83503.956,2018-01-01
Singapore,SGP,SGD,5.8,1.32255,57005.574,78755.843,2018-01-01
Sweden,SWE,SEK,49.1,8.0188,51330.711,439493.122,2018-01-01
Thailand,THA,THB,119,31.95,5993.308,211542.109,2018-01-01
Turkey,TUR,TRY,10.75,3.8026,10978.312,33174.249,2018-01-01
Taiwan,TWN,TWD,69,29.553,23070.733,745769.126,2018-01-01
Ukraine,UKR,UAH,47,28.715,2200.851,56238.892,2018-01-01
Uruguay,URY,UYU,140,28.58,16516.639,497329.768,2018-01-01
United States,USA,USD,4.61,1,58179.697,58179.697,2018-01-01
Venezuela,VEN,VEF,0,0,3676.384,,2018-01-01
Vietnam,VNM,VND,65000,22711.5,2720.168,60838178.07,2018-01-01
South Africa,ZAF,ZAR,30,12.25815,5721.189,84175.848,2018-01-01
United Arab Emirates,ARE,AED,14,3.67315,43304.547,159035.949,2018-07-01
Argentina,ARG,ARS,75,27.725,14618.327,242031.427,2018-07-01
Australia,AUS,AUD,6.05,1.339853956,55781.958,72748.968,2018-07-01
Austria,AUT,EUR,3.4,0.853205921,47055.738,41668.703,2018-07-01
Azerbaijan,AZE,AZN,3.95,1.70175,4217.653,7170.01,2018-07-01
Belgium,BEL,EUR,4.1,0.853205921,44110.725,39060.841,2018-07-01
Bahrain,BHR,BHD,1.2,0.37955,24784.752,9319.067,2018-07-01
Brazil,BRA,BRL,16.9,3.83835,10055.567,32091.17,2018-07-01
Canada,CAN,CAD,6.65,1.31235,45192.368,58656.795,2018-07-01
Switzerland,CHE,CHF,6.5,0.99325,82601.752,81337.257,2018-07-01
Chile,CHL,CLP,2640,651.73,15003.77,9735221.284,2018-07-01
China,CHN,CNY,20.5,6.622,8930.226,60357.165,2018-07-01
Colombia,COL,COP,11900,2874.07,6577.28,19411335.493,2018-07-01
Costa Rica,CRI,CRC,2290,567.8,12185.259,6915180.168,2018-07-01
Czech Republic,CZE,CZK,75,22.06475,20882.415,488154.303,2018-07-01
Germany,DEU,EUR,4.12,0.853205921,45881.456,40628.855,2018-07-01
Denmark,DNK,DKK,30,6.3591,57683.746,380879.628,2018-07-01
Egypt,EGY,EGP,31.37,17.905,2592.707,38402.311,2018-07-01
Spain,ESP,EUR,4.1,0.853205921,28326.416,25083.551,2018-07-01
Estonia,EST,EUR,3.15,0.853205921,20844.174,18457.891,2018-07-01
Euro area,EUZ,EUR,4.04,0.853205921,37618.2015110533,33311.5966129331,2018-07-01
Finland,FIN,EUR,4.62,0.853205921,46109.916,40831.16,2018-07-01
France,FRA,EUR,4.2,0.853205921,38756.651,34319.712,2018-07-01
Britain,GBR,GBP,3.19,0.753863551,40617.562,31533.646,2018-07-01
Greece,GRC,EUR,3.35,0.853205921,18602.048,16472.448,2018-07-01
Guatemala,GTM,GTQ,25,7.4871,4323.226,31779.807,2018-07-01
Hong Kong,HKG,HKD,20,7.84825,46025.665,358689.513,2018-07-01
Honduras,HND,HNL,85,23.9926,2452.082,57588.828,2018-07-01
Croatia,HRV,HRK,21,6.31275,13899.034,12307.845,2018-07-01
Hungary,HUN,HUF,850,276.4302,14716.129,4038596.304,2018-07-01
Indonesia,IDN,IDR,31500,14360,3885.967,51997473.556,2018-07-01
India,IND,INR,173,68.825,1950.104,125693.723,2018-07-01
Ireland,IRL,EUR,4.07,0.853205921,71831.436,63608.029,2018-07-01
Israel,ISR,ILS,17,3.6349,41030.159,147690.338,2018-07-01
Italy,ITA,EUR,4.2,0.853205921,32797.298,29042.598,2018-07-01
Jordan,JOR,JOD,1.95,0.71005,4078.869,2891.913,2018-07-01
Japan,JPN,JPY,390,111.25,38903.298,4363632.777,2018-07-01
South Korea,KOR,KRW,4500,1116,33296.984,37658916.157,2018-07-01
Kuwait,KWT,KWD,1.05,0.3025,28552.15,8661.295,2018-07-01
Lebanon,LBN,LBP,6500,1511,8680.307,13085562.684,2018-07-01
Sri Lanka,LKA,LKR,580,159.27,4401.055,670925.154,2018-07-01
Lithuania,LTU,EUR,2.8,0.853205921,16795.91,14873.081,2018-07-01
Latvia,LVA,EUR,2.7,0.853205921,15066.124,13341.324,2018-07-01
Moldova,MDA,MDL,43,16.6526,3422.643,63313.069,2018-07-01
Mexico,MEX,MXN,49,19.0515,9542.783,180611.645,2018-07-01
Malaysia,MYS,MYR,8.45,4.0225,9965.122,42854.416,2018-07-01
Nicaragua,NIC,NIO,103,31.5872,2147.856,64544.529,2018-07-01
Netherlands,NLD,EUR,3.79,0.853205921,49640.48,43957.538,2018-07-01
Norway,NOR,NOK,42,8.0415,75940.152,628151.624,2018-07-01
New Zealand,NZL,NZD,6.2,1.464343242,42329.974,59548.494,2018-07-01
Oman,OMN,OMR,1.05,0.385,17731.849,6817.896,2018-07-01
Pakistan,PAK,PKR,375,121.49,1653.406,173284.686,2018-07-01
Peru,PER,PEN,10.5,3.2715,7087.39,23111.093,2018-07-01
Philippines,PHL,PHP,140,53.487,3153.314,158938.764,2018-07-01
Poland,POL,PLN,10.1,3.68695,13917.705,52585.729,2018-07-01
Portugal,PRT,EUR,3.25,0.853205921,21352.268,18907.817,2018-07-01
Qatar,QAT,QAR,12,3.641,59127.513,215224.146,2018-07-01
Romania,ROU,RON,9.2,3.97325,10717.275,43352.821,2018-07-01
Russia,RUS,RUB,130,62.14065,10665.28,621870.532,2018-07-01
Saudi Arabia,SAU,SAR,12,3.7504,23929.282,89734.808,2018-07-01
Singapore,SGP,SGD,5.8,1.35585,61236.251,84562.67,2018-07-01
Slovakia,SVK,EUR,3,0.853205921,17651.909,15631.083,2018-07-01
Slovenia,SVN,EUR,2.3,0.853205921,23300.425,20632.946,2018-07-01
Sweden,SWE,SEK,51,8.7526,52881.379,452075.553,2018-07-01
Thailand,THA,THB,119,33.17,6593.816,223792.876,2018-07-01
Turkey,TUR,TRY,10.75,4.70625,10756.742,39240.586,2018-07-01
Taiwan,TWN,TWD,69,30.3725,25102.094,764168.408,2018-07-01
Ukraine,UKR,UAH,50,26.199,2654.483,70617.077,2018-07-01
Uruguay,URY,UYU,140,31.31,18608.283,533111.806,2018-07-01
United States,USA,USD,4.62,1,60292.978,60292.978,2018-07-01
Vietnam,VNM,VND,65000,23039.5,2957.899,67191171.604,2018-07-01
South Africa,ZAF,ZAR,31,13.3619,6647.093,88522.662,2018-07-01
United Arab Emirates,ARE,AED,14,3.67315,43304.547,159035.949,2019-01-01
Argentina,ARG,ARS,75,37.455,14618.327,242031.427,2019-01-01
Australia,AUS,AUD,6.1,1.401639919,55781.958,72748.968,2019-01-01
Austria,AUT,EUR,3.76,0.872486149,47055.738,41668.703,2019-01-01
Azerbaijan,AZE,AZN,3.95,1.6965,4217.653,7170.01,2019-01-01
Belgium,BEL,EUR,4.2,0.872486149,44110.725,39060.841,2019-01-01
Bahrain,BHR,BHD,1.2,0.377,24784.752,9319.067,2019-01-01
Brazil,BRA,BRL,16.9,3.71795,10055.567,32091.17,2019-01-01
Canada,CAN,CAD,6.77,1.3314,45192.368,58656.795,2019-01-01
Switzerland,CHE,CHF,6.5,0.98165,82601.752,81337.257,2019-01-01
Chile,CHL,CLP,2640,678.99,15003.77,9735221.284,2019-01-01
China,CHN,CNY,20.9,6.8497,8930.226,60357.165,2019-01-01
Colombia,COL,COP,11900,3191.5,6577.28,19411335.493,2019-01-01
Costa Rica,CRI,CRC,2290,606.975,12185.259,6915180.168,2019-01-01
Czech Republic,CZE,CZK,85,22.31165,20882.415,488154.303,2019-01-01
Germany,DEU,EUR,4.12,0.872486149,45881.456,40628.855,2019-01-01
Denmark,DNK,DKK,30,6.51545,57683.746,380879.628,2019-01-01
Egypt,EGY,EGP,40,17.91,2592.707,38402.311,2019-01-01
Spain,ESP,EUR,3.95,0.872486149,28326.416,25083.551,2019-01-01
Estonia,EST,EUR,3.2,0.872486149,20844.174,18457.891,2019-01-01
Euro area,EUZ,EUR,4.05,0.872486149,37618.2015110533,33311.5966129331,2019-01-01
Finland,FIN,EUR,4.62,0.872486149,46109.916,40831.16,2019-01-01
France,FRA,EUR,4.2,0.872486149,38756.651,34319.712,2019-01-01
Britain,GBR,GBP,3.19,0.78320802,40617.562,31533.646,2019-01-01
Greece,GRC,EUR,3.35,0.872486149,18602.048,16472.448,2019-01-01
Guatemala,GTM,GTQ,25,7.7283,4323.226,31779.807,2019-01-01
Hong Kong,HKG,HKD,20,7.83435,46025.665,358689.513,2019-01-01
Honduras,HND,HNL,85,24.3391,2452.082,57588.828,2019-01-01
Croatia,HRV,HRK,21,6.47885,13899.034,12307.845,2019-01-01
Hungary,HUN,HUF,850,280.26875,14716.129,4038596.304,2019-01-01
Indonesia,IDN,IDR,33000,14090,3885.967,51997473.556,2019-01-01
India,IND,INR,178,69.685,1950.104,125693.723,2019-01-01
Ireland,IRL,EUR,4.07,0.872486149,71831.436,63608.029,2019-01-01
Israel,ISR,ILS,17,3.70785,41030.159,147690.338,2019-01-01
Italy,ITA,EUR,4.2,0.872486149,32797.298,29042.598,2019-01-01
Jordan,JOR,JOD,1.95,0.7096,4078.869,2891.913,2019-01-01
Japan,JPN,JPY,390,108.44,38903.298,4363632.777,2019-01-01
South Korea,KOR,KRW,4500,1118.6,33296.984,37658916.157,2019-01-01
Kuwait,KWT,KWD,1.05,0.3031,28552.15,8661.295,2019-01-01
Lebanon,LBN,LBP,6500,1507,8680.307,13085562.684,2019-01-01
Sri Lanka,LKA,LKR,580,182.245,4401.055,670925.154,2019-01-01
Lithuania,LTU,EUR,2.85,0.872486149,16795.91,14873.081,2019-01-01
Latvia,LVA,EUR,2.8,0.872486149,15066.124,13341.324,2019-01-01
Moldova,MDA,MDL,40,17.263,3422.643,63313.069,2019-01-01
Mexico,MEX,MXN,49,19.30875,9542.783,180611.645,2019-01-01
Malaysia,MYS,MYR,9.05,4.1175,9965.122,42854.416,2019-01-01
Nicaragua,NIC,NIO,103,32.3607,2147.856,64544.529,2019-01-01
Netherlands,NLD,EUR,4,0.872486149,49640.48,43957.538,2019-01-01
Norway,NOR,NOK,50,8.5329,75940.152,628151.624,2019-01-01
New Zealand,NZL,NZD,6.2,1.479289941,42329.974,59548.494,2019-01-01
Oman,OMN,OMR,1.05,0.3849,17731.849,6817.896,2019-01-01
Pakistan,PAK,PKR,460,138.88,1653.406,173284.686,2019-01-01
Peru,PER,PEN,10.5,3.3485,7087.39,23111.093,2019-01-01
Philippines,PHL,PHP,140,52.3925,3153.314,158938.764,2019-01-01
Poland,POL,PLN,10.5,3.74845,13917.705,52585.729,2019-01-01
Portugal,PRT,EUR,3.25,0.872486149,21352.268,18907.817,2019-01-01
Qatar,QAT,QAR,12,3.64125,59127.513,215224.146,2019-01-01
Romania,ROU,RON,9.3,4.06695,10717.275,43352.821,2019-01-01
Russia,RUS,RUB,110.17,66.685,10665.28,621870.532,2019-01-01
Saudi Arabia,SAU,SAR,12,3.75115,23929.282,89734.808,2019-01-01
Singapore,SGP,SGD,5.8,1.3559,61236.251,84562.67,2019-01-01
Slovakia,SVK,EUR,3.2,0.872486149,17651.909,15631.083,2019-01-01
Slovenia,SVN,EUR,2.3,0.872486149,23300.425,20632.946,2019-01-01
Sweden,SWE,SEK,52,8.90625,52881.379,452075.553,2019-01-01
Thailand,THA,THB,119,32.0075,6593.816,223792.876,2019-01-01
Turkey,TUR,TRY,10.75,5.3834,10756.742,39240.586,2019-01-01
Taiwan,TWN,TWD,69,30.803,25102.094,764168.408,2019-01-01
Ukraine,UKR,UAH,54,27.8,2654.483,70617.077,2019-01-01
Uruguay,URY,UYU,140,32.51,18608.283,533111.806,2019-01-01
United States,USA,USD,4.71,1,60292.978,60292.978,2019-01-01
Vietnam,VNM,VND,65000,23199,2957.899,67191171.604,2019-01-01
South Africa,ZAF,ZAR,31,13.8675,6647.093,88522.662,2019-01-01
United Arab Emirates,ARE,AED,14.75,3.67315,46974.083,172512.321,2019-07-09
Argentina,ARG,ARS,120,41.8045,11786.433,331385.005,2019-07-09
Australia,AUS,AUD,6.15,1.443626389,56356.895,75329.295,2019-07-09
Austria,AUT,EUR,3.81,0.892339267,50963.207,43134.69,2019-07-09
Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2019-07-09
Belgium,BEL,EUR,4.2,0.892339267,47627.406,40311.305,2019-07-09
Bahrain,BHR,BHD,1.4,0.377,26324.407,9897.977,2019-07-09
Brazil,BRA,BRL,17.5,3.8073,9281.668,33913.589,2019-07-09
Canada,CAN,CAD,6.77,1.31305,46617.97,60408.402,2019-07-09
Switzerland,CHE,CHF,6.5,0.99355,85559.711,83668.128,2019-07-09
Chile,CHL,CLP,2640,689.75,15755.003,10102435.897,2019-07-09
China,CHN,CNY,21,6.8846,10040.46,66427.683,2019-07-09
Colombia,COL,COP,11900,3227,6923.64,20468748.983,2019-07-09
Costa Rica,CRI,CRC,2290,581.935,12428.924,7170945.547,2019-07-09
Czech Republic,CZE,CZK,85,22.7993,23661.699,514166.745,2019-07-09
Germany,DEU,EUR,4.14,0.892339267,49384.527,41798.513,2019-07-09
Denmark,DNK,DKK,30,6.6593,61456.783,388076.157,2019-07-09
Egypt,EGY,EGP,42,16.615,2710.158,48055.613,2019-07-09
Spain,ESP,EUR,3.95,0.892339267,30526.94,25837.662,2019-07-09
Estonia,EST,EUR,3.2,0.892339267,23628.862,19999.206,2019-07-09
Euro area,EUZ,EUR,4.08,0.892339267,40574.2377122116,34341.5824574696,2019-07-09
Finland,FIN,EUR,4.75,0.892339267,49698.347,42064.127,2019-07-09
France,FRA,EUR,4.2,0.892339267,41539.756,35158.786,2019-07-09
Britain,GBR,GBP,3.29,0.802181935,43275.096,32396.652,2019-07-09
Greece,GRC,EUR,3.3,0.892339267,19867.086,16815.28,2019-07-09
